NACA 4 digit Answer DB20.txt
         c        Lc         t       Cl0      Cla0       Cd0       Cm0      Cma0
   6.14162   1.94112  14.13391   0.62790   0.10910   0.01126  -0.09280   0.00090
   3.92891   3.09628  17.23704   0.43730   0.10640   0.00796  -0.07830   0.00140
   8.99794   5.97798   5.80332   1.25040   0.10910   0.00667  -0.32360  -0.00090
   2.00686   4.93934  19.17360   0.26260   0.10880   0.00765  -0.05820   0.00110
   2.88003   1.98204  10.92701   0.30360   0.09530   0.00677  -0.04840   0.00400
   0.00000   3.93705   4.97529   0.00290   0.11030   0.00380  -0.00080   0.00040
   4.02765   1.92205  19.64291   0.41360   0.10180   0.00850  -0.05300   0.00240
   0.89317   8.06476  18.83079   0.16370   0.10830   0.00750  -0.04350   0.00120
   1.94168   4.03699   6.29589   0.24110   0.10250   0.00358  -0.05390   0.00210
   0.00000   4.53120  19.01937  -0.00020   0.10990   0.00753   0.00000   0.00090
   7.02837   6.93572   5.86254   1.12220   0.09570   0.00671  -0.30410   0.00390
   2.00624   4.97836  14.07459   0.27010   0.10890   0.00631  -0.06210   0.00090
   9.02425   6.00337   9.29628   1.28420   0.11120   0.00740  -0.32710  -0.00070
   0.00000   5.41981  15.00851   0.00000   0.10960   0.00640  -0.00000   0.00090
   8.05561   4.98837  12.88661   1.03480   0.10630   0.00769  -0.24040   0.00090
   4.99710   2.89359   4.68203   0.52980   0.10580   0.00766  -0.10490   0.00030
   8.96292   5.04411   5.74131   1.12670   0.10440   0.00668  -0.27420   0.00040
   0.00000   5.02562   9.96622   0.00000   0.10470   0.00474  -0.00000   0.00210
   0.00000   4.56297  20.00547   0.00010   0.10910   0.00779  -0.00000   0.00100
   7.41812   8.98454  19.16151   0.81180   0.12020   0.02020  -0.25290  -0.00170
   1.99363   1.96707   3.94596   0.20460   0.10150   0.00713  -0.03450  -0.00010
   3.83264   3.12463  19.32703   0.42080   0.10550   0.00831  -0.07330   0.00160
   2.09549   5.78080   8.66240   0.30710   0.10290   0.00472  -0.07720   0.00260
   4.93516   6.03752  12.32475   0.73930   0.11150   0.00607  -0.18470   0.00030
   4.03263   8.79861   8.36469   0.61370   0.16220   0.01783  -0.18760  -0.00990
   0.00000   4.52416  18.99584  -0.00010   0.10960   0.00752   0.00000   0.00090
   7.22407   8.83332  18.91360   0.84540   0.11780   0.02017  -0.25730  -0.00120
   0.00000   4.75652   8.99871  -0.00010   0.10250   0.00435   0.00000   0.00280
   2.92777   5.97394  17.68475   0.42960   0.10110   0.00692  -0.10380   0.00270
   2.59878   8.09304  11.96004   0.49900   0.11980   0.00583  -0.13660  -0.00060
   7.96654   3.92793   5.66111   0.90490   0.10700   0.00748  -0.20020   0.00000
   2.98226   8.97655  16.76062   0.53630   0.11680   0.00844  -0.15110  -0.00080
   1.08306   1.34721   3.53479   0.11020   0.10600   0.00701  -0.01570  -0.00030
   1.00558   6.37878  19.19589   0.14830   0.10820   0.00757  -0.03660   0.00120
   1.85818   2.92605   7.95943   0.19740   0.13950   0.00424  -0.03790  -0.00600
   1.16843   8.61416  20.22380   0.22340   0.10900   0.00792  -0.06020   0.00100
   6.00000   2.00000  18.00000   0.61280   0.10050   0.01137  -0.08400   0.00260
   0.00000   4.53875  20.01446   0.00030   0.10890   0.00779  -0.00010   0.00110
   1.94809   2.80488   8.11705   0.20570   0.13940   0.00437  -0.03890  -0.00590
   1.85246   7.04008  14.58347   0.31730   0.10170   0.00605  -0.08190   0.00260
   2.95764   8.90607  16.43077   0.53600   0.11500   0.00823  -0.15050  -0.00040
   2.00440   8.00235  16.18360   0.37400   0.09760   0.00682  -0.09990   0.00360
   0.00000   5.34344   1.80573  -0.00000   0.10820   0.00871   0.00000  -0.00060
   0.91083   7.02218   5.59539   0.16130   0.09630   0.00396  -0.04350   0.00400
   4.13366   4.91718   6.18098   0.53450   0.10330   0.00509  -0.12870   0.00160
   5.88800   1.00734   9.24568   0.56150   0.11580   0.02284  -0.07540   0.00150
   4.00886   1.12762  16.03839   0.41540   0.09810   0.01061  -0.04540   0.00290
   5.06421   6.97689  11.88012   0.85070   0.11170   0.00649  -0.22360   0.00050
   5.95756   3.08469   7.39628   0.64570   0.10930   0.00815  -0.12840   0.00010
   8.95253   4.02449   9.12286   1.02890   0.10490   0.00848  -0.22450   0.00080
   0.00000   4.28344   7.89820   0.00010   0.09960   0.00393  -0.00000   0.00370
   0.99832   6.88685  19.09092   0.15650   0.10760   0.00754  -0.03970   0.00130
   2.90233   6.00494  10.22605   0.43670   0.11110   0.00521  -0.11000   0.00060
   2.55367   6.12534   3.48889   0.37420   0.09180   0.00435  -0.09820   0.00310
   3.98570   4.95715  17.68201   0.52380   0.10930   0.00754  -0.11740   0.00090
   3.00417   6.97369  10.91435   0.51760   0.11100   0.00528  -0.13600   0.00090
   9.02194   5.93352   8.04033   1.26680   0.11140   0.00717  -0.32340  -0.00090
   3.06068   6.96463  16.93557   0.50130   0.08720   0.00656  -0.12830   0.00580
   0.00000   4.94772  10.01102  -0.00000   0.10510   0.00474   0.00000   0.00210
   1.98823   4.07918   6.90399   0.23550   0.12060   0.00376  -0.05240  -0.00210
   8.10387   5.96404  19.60169   1.10660   0.08660   0.00856  -0.26740   0.00500
   5.84937   4.13375   7.15084   0.69490   0.10370   0.00654  -0.15530   0.00080
   2.03592   6.86345   9.85887   0.34880   0.10940   0.00482  -0.09160   0.00130
   3.02180   8.95755  17.86476   0.52510   0.11780   0.00876  -0.14810  -0.00100
   9.01149   4.98594   7.86112   1.13620   0.11050   0.00708  -0.27210  -0.00060
   0.93497   3.26433  10.28266   0.10420   0.10350   0.00490  -0.02070   0.00250
   0.95076   2.04837   5.89639   0.09650   0.12470   0.00350  -0.01650  -0.00290
   4.99164   2.92889   4.39439   0.52660   0.10770   0.00801  -0.10500  -0.00010
   2.99106   4.02879  19.20157   0.35720   0.10710   0.00804  -0.07170   0.00130
   8.95200   5.99947   9.38474   1.27370   0.11100   0.00737  -0.32420  -0.00060
   2.06014   9.04825  15.79508   0.43160   0.11620   0.00715  -0.11910  -0.00060
   2.11111   7.94452  19.25075   0.35100   0.09970   0.00771  -0.09410   0.00300
   5.03181   6.01609  16.88466   0.74660   0.10230   0.00686  -0.18190   0.00240
   2.05466   3.98066  19.74574   0.24410   0.10820   0.00793  -0.04840   0.00110
   1.07048   4.80990  11.18661   0.14100   0.10580   0.00526  -0.03270   0.00180
   0.98391   5.99738  18.03901   0.14300   0.10850   0.00724  -0.03460   0.00110
   7.04779   6.93171  19.40943   1.05020   0.05350   0.00881  -0.27020   0.01240
   1.99962   6.80757  14.76344   0.33390   0.10000   0.00601  -0.08520   0.00300
   3.99074   4.94964  19.48115   0.51610   0.10470   0.00797  -0.11420   0.00180
   3.92566   4.04036  16.15723   0.47470   0.10700   0.00775  -0.09810   0.00100
   3.98914   4.94547  13.86465   0.52950   0.10970   0.00666  -0.12160   0.00060
   0.00000   5.34327  15.16810   0.00000   0.10940   0.00646  -0.00000   0.00090
   6.94916   3.16709   7.83563   0.75420   0.10860   0.00865  -0.15100   0.00020
   2.35123   9.24148  11.27839   0.49090   0.15420   0.00682  -0.13990  -0.00910
   0.00000   4.69944  16.03941  -0.00000   0.10980   0.00670   0.00000   0.00090
   2.98076   6.78331   4.01299   0.48020   0.06910   0.00434  -0.12960   0.00780
   4.05071   1.98068  19.17755   0.41920   0.10160   0.00844  -0.05560   0.00240
   3.95797   4.01200  16.35833   0.47660   0.10700   0.00784  -0.09800   0.00100
   8.03287   2.95184  15.93941   0.84650   0.09800   0.01108  -0.14920   0.00290
   6.92614   4.02303  14.89373   0.81010   0.10570   0.00886  -0.16870   0.00110
   0.00000   3.85758   5.03936   0.00210   0.10980   0.00372  -0.00060   0.00050
   7.05753   7.07656  19.21170   1.04530   0.05150   0.00949  -0.27240   0.01280
   0.00000   5.45239  15.04094  -0.00010   0.10970   0.00640   0.00000   0.00090
   1.03300   4.53405   8.91572   0.12990   0.10170   0.00438  -0.02990   0.00320
   0.41883   6.75086   2.52633   0.06170   0.10640   0.00792  -0.01750  -0.00090
   7.99412   3.99802   5.62214   0.91350   0.10610   0.00738  -0.20350   0.00020
   5.90810   3.97818   5.49247   0.68490   0.10620   0.00642  -0.15240   0.00030
   0.98133   7.02104  14.80910   0.16660   0.10790   0.00631  -0.04290   0.00120
   6.04687   3.89975   5.68329   0.69680   0.10620   0.00659  -0.15370   0.00040
   6.02123   3.00151  11.88727   0.65960   0.10920   0.00910  -0.12380   0.00050
   0.00000   4.62840  16.18232  -0.00020   0.10980   0.00674   0.00000   0.00090
   1.61670   9.31867   7.80073   0.36200   0.20100   0.00722  -0.10510  -0.02000
   2.96360   6.02647  16.98784   0.44470   0.10070   0.00670  -0.10800   0.00280
   1.12047   3.77942   7.07796   0.12670   0.13590   0.00371  -0.02730  -0.00510
   9.01042   5.00347  10.22766   1.14510   0.10700   0.00753  -0.27080   0.00040
   3.85023   8.45236  10.67594   0.64430   0.12070   0.01248  -0.18710  -0.00080
   3.93784   6.75339  14.64588   0.65090   0.10630   0.00604  -0.16650   0.00190
   3.00000   7.00000   5.00000   0.50530   0.08440   0.00442  -0.13690   0.00640
   2.96137   4.00092  16.95998   0.35660   0.10730   0.00748  -0.07290   0.00110
   0.99764   6.01559  12.05968   0.15390   0.10710   0.00546  -0.03820   0.00150
   8.07591   4.89056  18.62803   0.96440   0.09900   0.00921  -0.21450   0.00250
   5.79175   5.00022   1.97929   0.68480   0.13930   0.01004  -0.17070  -0.00800
   0.00000   4.82009  13.04560   0.00010   0.10850   0.00581  -0.00000   0.00110
   5.01747   7.08548  11.13953   0.85440   0.11200   0.00658  -0.22650   0.00060
   3.43263   8.88910  11.39446   0.59670   0.16350   0.01226  -0.17440  -0.00990
   7.68147   6.68049   4.85505   1.16910   0.09060   0.00631  -0.31490   0.00450
   1.99107   3.04453   5.19167   0.22220   0.10500   0.00405  -0.04540   0.00150
   8.92455   6.57522  15.25554   1.35810   0.09780   0.00893  -0.34740   0.00270
   7.99912   3.02242  13.22264   0.85640   0.10790   0.01057  -0.15860   0.00080
   1.07301   7.84871   7.33042   0.22170   0.09450   0.00423  -0.06110   0.00520
   4.01688   4.00028  16.44665   0.48360   0.10680   0.00788  -0.09920   0.00100
   3.34841   8.43492  10.22887   0.59880   0.09510   0.00999  -0.17170   0.00470
   2.08904   1.92321  12.82817   0.21730   0.10520   0.00618  -0.03290   0.00200
   0.99320   4.02504  12.79899   0.12050   0.10830   0.00580  -0.02570   0.00120
   8.93600   4.98551   9.62714   1.13330   0.10770   0.00739  -0.26860   0.00020
   8.05579   5.99573  19.50239   1.10800   0.08470   0.00848  -0.26840   0.00550
   2.00043   7.91123   8.54222   0.40240   0.10920   0.00508  -0.11060   0.00220
   3.03650   2.96005   5.24887   0.33490   0.09950   0.00604  -0.06640   0.00150
   4.07181   4.18677  10.17983   0.49960   0.10830   0.00628  -0.11010   0.00080
   8.09088   4.95344  16.07636   1.01510   0.09220   0.00844  -0.23060   0.00400
   5.04617   7.92488  10.47537   0.76510   0.17840   0.01458  -0.22070  -0.01310
   1.92080   4.41013   1.64502   0.21920   0.12080   0.00880  -0.05210  -0.00410
   6.30584   7.14771   6.74382   1.04500   0.09770   0.00691  -0.28430   0.00390
   0.97120   6.13460  18.97166   0.14210   0.10860   0.00751  -0.03450   0.00110
   2.97546   0.92179  11.23632   0.30470   0.10380   0.00953  -0.03520   0.00160
   0.97830   4.04422   3.79241   0.11790   0.10370   0.00418  -0.02690   0.00120
   8.01855   3.97041   7.82553   0.92210   0.10780   0.00780  -0.20200   0.00030
   3.02731   3.74888   8.12991   0.35060   0.11660   0.00465  -0.07540  -0.00070
   3.17623   3.67618   8.17850   0.36960   0.11240   0.00506  -0.07900   0.00030
   5.99840   5.03257  12.17993   0.79020   0.10990   0.00681  -0.18480   0.00030
   0.00000   3.95249   4.90817  -0.00040   0.12320   0.00351   0.00010  -0.00280
   4.08368   8.95239  19.27248   0.61300   0.11910   0.01093  -0.17710  -0.00130
   6.97808   7.18978   4.06116   1.12980  -0.08360   0.00595  -0.31180   0.04390
   8.99005   3.95439  14.59804   1.00430   0.09510   0.00997  -0.20790   0.00310
   2.06977   6.73434   9.76816   0.34760   0.10920   0.00484  -0.09090   0.00140
   5.01833   5.95803   2.48459   0.65370   0.10350   0.01010  -0.17320  -0.00050
   0.00000   4.55520  18.96061   0.00010   0.10940   0.00750  -0.00000   0.00100
   3.92507   4.03959  18.28735   0.46960   0.10630   0.00825  -0.09510   0.00120
   3.09585   5.07263  10.44615   0.41700   0.10710   0.00555  -0.09890   0.00120
   0.00000   5.27424  15.04336   0.00000   0.10950   0.00641  -0.00000   0.00090
   2.93601   2.03376  17.80089   0.30900   0.10510   0.00765  -0.04310   0.00170
   6.30113   8.30304  11.03059   0.77740   0.17010   0.02726  -0.24080  -0.01180
   7.00897   5.94759  16.09054   1.01660   0.10230   0.00738  -0.24840   0.00210
   1.90758   5.98854  14.48670   0.28840   0.10670   0.00611  -0.07070   0.00150
   7.04947   4.94122  19.90965   0.84590   0.09890   0.00900  -0.18720   0.00240
   3.99849   4.00628  18.04819   0.47720   0.10620   0.00825  -0.09650   0.00120
   3.23118   9.03424   7.17978   0.56930   0.18880   0.01393  -0.17070  -0.01630
   8.97773   4.94933  12.87468   1.13170   0.10350   0.00812  -0.26220   0.00120
   8.92210   4.95768  14.03682   1.12160   0.09830   0.00834  -0.25820   0.00240
   6.97894   5.97998  17.14037   1.01050   0.09730   0.00753  -0.24610   0.00310
   3.00563   9.02676   9.48842   0.54790   0.18170   0.01214  -0.16140  -0.01410
   6.04860   3.00774  17.24744   0.65600   0.10380   0.01005  -0.11470   0.00170
   1.18608   2.09896   5.97340   0.12660   0.11730   0.00389  -0.02240  -0.00100
   3.01950   5.96512   9.98600   0.45300   0.11120   0.00520  -0.11400   0.00050
   8.85302   2.93782  15.75456   0.91150   0.09530   0.01168  -0.16030   0.00330
   7.94650   6.06922  19.89727   1.09850   0.08160   0.00851  -0.26690   0.00610
   8.90424   3.11939   9.68023   0.94880   0.10840   0.01030  -0.18530   0.00040
   0.00000   4.78515  10.05478   0.00020   0.10470   0.00478  -0.00000   0.00210
   1.11354   2.97165   7.04085   0.11710   0.13900   0.00376  -0.02270  -0.00580
   5.04069   4.95545   9.15949   0.65920   0.11030   0.00593  -0.15620   0.00000
   8.04682   1.98588  19.61357   0.74960   0.09660   0.01344  -0.09580   0.00320
   8.96844   0.99407  13.42793   0.78610   0.08950   0.01668  -0.08820   0.00460
   4.98007   5.00105   8.01205   0.65090   0.10500   0.00564  -0.15590   0.00130
   2.99559   4.93450   7.92623   0.39320   0.10910   0.00471  -0.09400   0.00110
   8.06738   6.04927   3.74983   1.11180   0.05130   0.00610  -0.29140   0.01210
   7.02168   3.97222  15.69532   0.81240   0.10400   0.00914  -0.16700   0.00150
   1.88571   7.25670  17.78425   0.31140   0.10330   0.00719  -0.08070   0.00220
   2.99204   6.07616  10.39284   0.45480   0.11090   0.00525  -0.11490   0.00070
   1.06836   3.64028   7.03722   0.11770   0.13780   0.00368  -0.02480  -0.00560
   6.09488   6.94942  10.44337   1.00270   0.11270   0.00716  -0.26580   0.00000
   3.90533   6.05900  13.67675   0.59260   0.11000   0.00604  -0.14690   0.00080
   2.94617   0.99412  12.42408   0.30800   0.10650   0.00923  -0.03540   0.00120
   7.07603   4.89489  15.28559   0.90270   0.10500   0.00793  -0.20480   0.00130
   7.04931   6.91292   5.79299   1.12040   0.09560   0.00661  -0.30340   0.00390
   8.98067   5.08368  19.99747   1.06150   0.09380   0.01010  -0.23920   0.00300
   5.07115   2.03544   7.89683   0.51490   0.11120   0.01005  -0.08660   0.00020
   4.52337   1.95070  15.01833   0.47710   0.10160   0.00989  -0.06930   0.00160
   2.11973   6.82577   9.47199   0.36100   0.10930   0.00480  -0.09480   0.00130
   3.27366   8.51895  10.45836   0.58690   0.17290   0.01014  -0.16870  -0.01150
   1.83586   2.93011   8.04920   0.19600   0.14000   0.00428  -0.03780  -0.00590
   0.00000   4.97439   9.93805  -0.00010   0.10530   0.00471   0.00000   0.00200
   3.16181   8.78626  14.27223   0.59390   0.09930   0.00747  -0.16640   0.00320
   2.93445   4.23295   7.40377   0.35510   0.11350   0.00434  -0.08050  -0.00010
   7.00484   3.03052  15.21344   0.75920   0.10550   0.01020  -0.13720   0.00130
   5.17701   8.06902  11.15749   0.75510   0.16840   0.01680  -0.22120  -0.01100
   3.96135   4.73321   8.78736   0.50990   0.10620   0.00552  -0.11910   0.00140
   1.96906   7.12599  13.61816   0.34920   0.09610   0.00554  -0.09060   0.00390
   8.92203   3.00354  15.08552   0.93080   0.09210   0.01145  -0.16740   0.00400
   0.00000   3.95852   5.17443   0.00110   0.12450   0.00377  -0.00030  -0.00300
   5.99041   2.98313  16.88463   0.65170   0.10440   0.00998  -0.11410   0.00160
   3.12790   3.89028   6.45836   0.37120   0.10440   0.00521  -0.08180   0.00150
   3.06330   2.79369   5.84404   0.33440   0.10340   0.00634  -0.06450   0.00080
   2.94208   7.15553   4.86769   0.50800   0.07480   0.00448  -0.13850   0.00820
   1.00000   1.00000  19.00000   0.10150   0.11000   0.00759  -0.00870   0.00080
   5.94670   2.99842  15.25173   0.65150   0.10770   0.00970  -0.11710   0.00090
   4.76244   7.58265   4.81713   0.85260   0.00940   0.00537  -0.23650   0.02310
   0.00000   2.00000  14.00000  -0.00000   0.10910   0.00609   0.00000   0.00100
   3.00117   1.26837   9.65761   0.30800   0.10620   0.00869  -0.04140   0.00090
   2.00261   6.05039  18.02214   0.29380   0.10510   0.00713  -0.07130   0.00190
   6.98093   3.03131  15.24133   0.75620   0.10570   0.01021  -0.13660   0.00130
   0.00000   4.79415  11.11367   0.00010   0.10680   0.00516  -0.00000   0.00160
   1.00000   2.00000  12.00000   0.10480   0.10600   0.00556  -0.01640   0.00190
   9.08163   3.98646  11.01099   1.03750   0.10330   0.00909  -0.22230   0.00130
   7.83967   5.99790   5.31461   1.09830   0.11020   0.00608  -0.28480  -0.00100
   1.87383   4.10784  11.16976   0.23060   0.10390   0.00538  -0.05030   0.00240
   6.98965   2.00643  13.24068   0.70820   0.10920   0.01154  -0.10820   0.00090
   0.00000   4.78938   9.08824   0.00010   0.10290   0.00441  -0.00000   0.00270
   0.00000   3.94859   5.16413  -0.00110   0.12690   0.00368   0.00030  -0.00350
   4.89563   2.99712   5.69583   0.52880   0.10790   0.00744  -0.10530   0.00010
   1.99011   7.99566   9.43774   0.40540   0.10830   0.00511  -0.11110   0.00240
   1.09384   8.71258  19.83678   0.21930   0.10960   0.00782  -0.05900   0.00090
   0.00000   5.45769  14.98423   0.00000   0.10920   0.00640  -0.00000   0.00100
   6.92965   4.03205  11.04752   0.81610   0.10770   0.00796  -0.17560   0.00050
   8.09112   5.92763  15.75383   1.15590   0.10250   0.00779  -0.28310   0.00180
   9.04846   3.03013  10.90116   0.95870   0.10600   0.01072  -0.18250   0.00100
   0.00000   4.80573  13.13958  -0.00000   0.10860   0.00584   0.00000   0.00110
   2.87059   4.03041   7.77058   0.33960   0.11710   0.00437  -0.07530  -0.00090
   9.03205   5.98310   8.94800   1.28120   0.11040   0.00734  -0.32650  -0.00060
   8.05941   5.94851  19.49158   1.10150   0.08660   0.00850  -0.26590   0.00510
   5.96855   6.03505  15.98153   0.88430   0.10520   0.00697  -0.21700   0.00160
   0.54850   6.91784   2.66553   0.08250   0.10720   0.00891  -0.02290  -0.00070
   2.02320   3.13318  14.13121   0.22830   0.10740   0.00639  -0.04290   0.00140
   6.09446   3.97883   7.65063   0.71360   0.10860   0.00694  -0.15660   0.00000
   5.00481   4.11245   9.33225   0.60300   0.10420   0.00667  -0.13260   0.00120
   6.04600   6.64417  19.49513   0.90110   0.07550   0.00756  -0.22670   0.00800
   0.00000   4.61339   8.93777   0.00010   0.10200   0.00432  -0.00000   0.00290
   2.99118   4.03571  14.40764   0.36480   0.10730   0.00679  -0.07670   0.00120
   1.05767   2.52047   7.36404   0.10780   0.13970   0.00386  -0.01930  -0.00580
   8.27920   6.85327   3.63186   1.26360   0.11180   0.00667  -0.34580  -0.00250
   1.98642   6.78376   9.96137   0.33720   0.10850   0.00484  -0.08820   0.00150
   7.02440   7.85032  18.76010   0.80260   0.22770   0.02211  -0.23780  -0.02180
   0.00000   4.49130  11.98874  -0.00000   0.10760   0.00546   0.00000   0.00140
   1.97840   7.14196   8.03652   0.35460   0.10770   0.00459  -0.09510   0.00170
   3.93652   5.01052  11.32178   0.52470   0.11030   0.00603  -0.12310   0.00030
   8.00943   5.98537  19.80742   1.09390   0.08650   0.00857  -0.26450   0.00510
   6.04078   3.05852  17.30849   0.65680   0.10590   0.01002  -0.11580   0.00130
   2.04060   8.00469   9.44838   0.41430   0.10740   0.00522  -0.11370   0.00260
   8.91150   5.97425  17.97698   1.23940   0.08870   0.00860  -0.30200   0.00460
   3.91827   1.98185  12.47594   0.41600   0.10130   0.00907  -0.06400   0.00130
   8.03130   4.94213  18.79090   0.96460   0.09770   0.00918  -0.21530   0.00250
   3.95987   4.96340  18.09051   0.51810   0.10710   0.00763  -0.11590   0.00130
   2.02813   4.05089  14.01592   0.24790   0.10800   0.00632  -0.05250   0.00120
   2.09259   8.13912  14.68436   0.41140   0.09860   0.00635  -0.11040   0.00330
   6.01372   5.90812   5.43695   0.84940   0.10970   0.00546  -0.21880  -0.00040
   0.00000   4.30351  17.86826  -0.00000   0.10960   0.00721   0.00000   0.00090
   2.82839   5.26605   3.10317   0.35750   0.11060   0.00729  -0.08910  -0.00160
   7.03284   4.89032  16.96845   0.88680   0.09770   0.00829  -0.19890   0.00290
   2.19819   8.76617   4.21353   0.47120   0.12890   0.00551  -0.13610  -0.00500
   9.03154   4.97869   9.31939   1.14320   0.10760   0.00737  -0.27130   0.00020
   0.97915   2.79646   6.90213   0.10090   0.14010   0.00369  -0.01900  -0.00610
   0.00000   4.00906   5.13276   0.00080   0.12450   0.00366  -0.00020  -0.00290
   2.04281   2.00681  14.76622   0.21330   0.10790   0.00665  -0.03160   0.00120
   6.94513   4.99976   6.98218   0.88940   0.11010   0.00619  -0.21420  -0.00040
   6.97796   4.92302  10.11166   0.89780   0.10990   0.00680  -0.21090   0.00000
   5.88234   8.98280  17.49233   0.77630   0.11270   0.01588  -0.23250   0.00010
   4.98389   6.97778   5.74304   0.82270   0.10090   0.00549  -0.22270   0.00310
   0.00000   4.05109   4.74715  -0.00160   0.12210   0.00377   0.00040  -0.00280
   4.12290   4.92206  18.99992   0.53250   0.10570   0.00792  -0.11790   0.00150
   1.00000   7.00000   6.00000   0.17690   0.09840   0.00376  -0.04780   0.00410
   2.99185   8.96380  16.03764   0.54800   0.11470   0.00823  -0.15420  -0.00030
   2.01031   1.96675  15.12397   0.20980   0.10830   0.00673  -0.03050   0.00120
   5.92172   1.64277  13.50164   0.59700   0.10900   0.01151  -0.08290   0.00110
   3.77782   3.05711  19.58032   0.41230   0.10480   0.00832  -0.07060   0.00180
   5.25382   7.98437  18.57518   0.76760   0.06930   0.01017  -0.21290   0.00900
   0.97536   4.16374  17.16122   0.12030   0.10950   0.00706  -0.02510   0.00100
   8.02223   1.99020  14.74116   0.80070   0.10230   0.01256  -0.11820   0.00230
   2.96368   8.88505  16.03061   0.54280   0.11250   0.00807  -0.15220   0.00010
   0.00000   4.54216  19.07738  -0.00010   0.10980   0.00753   0.00000   0.00090
   3.98573   4.95220  16.94764   0.52580   0.10890   0.00738  -0.11840   0.00090
   4.88827   3.96380  15.16847   0.58440   0.10740   0.00807  -0.12070   0.00070
   8.00738   4.98312  16.90456   0.99690   0.09470   0.00855  -0.22590   0.00340
   2.07722   4.87826  11.92441   0.27620   0.10730   0.00571  -0.06390   0.00130
   9.18256   8.08167  11.30344   0.88970   0.14140   0.04512  -0.28940  -0.00650
   4.97844   5.95772   6.97429   0.72350   0.10940   0.00529  -0.18550   0.00050
   1.99031   6.00861  18.02490   0.29120   0.10560   0.00714  -0.07040   0.00170
   5.90626   6.91820  13.69946   0.97470   0.10700   0.00709  -0.25380   0.00150
   0.99780   3.83221   6.94721   0.11150   0.13630   0.00366  -0.02400  -0.00530
   1.01588   2.00249  16.04841   0.10650   0.10920   0.00678  -0.01530   0.00100
   3.94504   8.34896  15.16855   0.61990   0.14010   0.00957  -0.17630  -0.00510
   1.01822   7.92857   7.35380   0.21310   0.10030   0.00418  -0.05880   0.00390
   7.03111   5.01123  20.03428   0.84990   0.09760   0.00895  -0.18930   0.00280
   5.91322   3.07953   7.21861   0.64030   0.10930   0.00810  -0.12740   0.00010
   6.95119   8.00114  10.26655   0.81010   0.16100   0.02983  -0.25230  -0.00990
   7.92930   3.02184  18.28430   0.80600   0.10280   0.01142  -0.13810   0.00180
   0.00000   4.86070  13.08157  -0.00010   0.10870   0.00583   0.00000   0.00110
   0.98911   5.75762   4.12375   0.14100   0.09760   0.00441  -0.03600   0.00210
   2.03027   1.89044  12.72465   0.20970   0.10530   0.00611  -0.03140   0.00190
   0.99052   1.00688  16.98591   0.10070   0.10970   0.00705  -0.00960   0.00090
   0.98571   3.19939  10.32486   0.11030   0.10390   0.00492  -0.02180   0.00250
   6.55327   7.21961   4.46133   1.07320   0.10250   0.00576  -0.29550   0.00130
   5.94530   5.90813  17.81814   0.85510   0.09760   0.00732  -0.20640   0.00330
   3.90817   5.96595   5.45395   0.56480   0.10210   0.00480  -0.14580   0.00200
   5.16806   0.88605  18.31799   0.50140   0.10120   0.01565  -0.04390   0.00280
   7.03130   4.98981  10.17414   0.90980   0.11000   0.00678  -0.21480   0.00000
   1.38211   7.59183   6.99659   0.27040   0.09500   0.00429  -0.07400   0.00500
   6.89798   2.93395  19.06164   0.71180   0.09810   0.01101  -0.11850   0.00290
   0.92602   1.60195  20.07469   0.09470   0.11000   0.00784  -0.01050   0.00090
   4.66820   8.81240  11.37337   0.68790   0.17880   0.01936  -0.20760  -0.01410
   0.00000   4.93929   9.98702   0.00000   0.10500   0.00475  -0.00000   0.00200
   0.00000   4.85884  13.01718  -0.00010   0.10850   0.00581   0.00000   0.00120
   9.08347   5.96753  18.12573   1.25270   0.09120   0.00874  -0.30510   0.00400
   7.80158   4.00796  19.15275   0.84400   0.10220   0.01040  -0.16840   0.00170
   8.26150   5.93176   2.87561   1.11750   0.10820   0.00629  -0.29250  -0.00170
   3.79401   7.11794  19.33074   0.55590   0.08500   0.00763  -0.14460   0.00580
   8.86503   5.83172   5.05066   1.20400   0.11100   0.00646  -0.31000  -0.00150
   7.91796   4.93672  14.12289   1.00820   0.10720   0.00795  -0.23140   0.00080
   7.91074   7.05339   3.47478   1.24150  -0.06410   0.00650  -0.34300   0.04050
   4.95269   5.99536  12.98905   0.73770   0.11120   0.00619  -0.18330   0.00040
   6.96836   4.97242  10.23659   0.90150   0.11010   0.00678  -0.21250   0.00000
   1.05151   8.90233  16.39373   0.24530   0.11000   0.00692  -0.06590   0.00080
   1.11665   8.83308  13.98208   0.26850   0.10770   0.00619  -0.07240   0.00130
   0.85157   1.23226  19.04973   0.08760   0.10990   0.00758  -0.00860   0.00090
   8.96808   6.00836  17.90030   1.25220   0.08750   0.00862  -0.30590   0.00480
   6.98730   4.00311  10.83463   0.82070   0.10770   0.00799  -0.17640   0.00050
   3.99261   3.98348  19.87565   0.46800   0.10500   0.00868  -0.09250   0.00150
   3.86206   3.08371  17.01225   0.43050   0.10660   0.00788  -0.07720   0.00140
   3.97909   6.06171  17.20696   0.59530   0.09930   0.00674  -0.14500   0.00310
   8.27283   1.87659  17.28448   0.79790   0.08790   0.01347  -0.10700   0.00520
   3.95479   1.93803  16.59406   0.41440   0.10070   0.00824  -0.05820   0.00240
   7.96184   5.95219  15.05233   1.14720   0.10320   0.00763  -0.28230   0.00170
