NACA 4 digit Additional DB20.txt
         c        Lc         t       Cl0      Cla0       Cd0       Cm0      Cma0
   1.99743   6.03260   5.01960   0.29180   0.10410   0.00485  -0.07520   0.00040
   8.91223   5.00785  13.86131   1.15800   0.09920   0.00646  -0.26690   0.00290
   0.97363   7.74228  17.97964   0.18030   0.11480   0.00625  -0.04730   0.00040
   7.86061   3.02287  16.70023   0.87800   0.11120   0.00895  -0.15500   0.00090
   6.83745   4.04229  17.34232   0.83210   0.10910   0.00750  -0.16920   0.00110
   8.93165   6.97113   5.20709   1.41930  -0.10200   0.00471  -0.38590   0.04870
   4.97114   2.03139  17.14092   0.54060   0.11420   0.00898  -0.07680   0.00060
   5.95541   7.03536  15.08370   1.01580  -0.01540   0.00470  -0.26210   0.02850
   1.98871   4.02728  17.22364   0.25430   0.11540   0.00629  -0.05170   0.00010
   3.01258   5.93756  15.78855   0.45220   0.11110   0.00578  -0.10970   0.00090
   4.03406   4.97768   6.03557   0.53080   0.11170   0.00465  -0.12750  -0.00030
   2.98716   8.03164  10.60297   0.59180   0.06260   0.00526  -0.16080   0.01200
   7.10264   4.05310   4.17926   0.82580   0.11060   0.00630  -0.18690  -0.00040
   0.00000   4.57950   8.94912   0.00000   0.11220   0.00449  -0.00000   0.00020
   1.99963   6.02846   3.01236   0.27760   0.10980   0.00755  -0.07320  -0.00040
   3.98733   4.06117  17.48559   0.50320   0.11580   0.00677  -0.10250   0.00000
   2.28728   1.57830  17.82800   0.24620   0.11290   0.00662  -0.02980   0.00060
   1.00622   1.09446  13.14309   0.10480   0.11400   0.00552  -0.01220   0.00030
   5.89214   8.98901  12.20055   0.85410   0.11570   0.01814  -0.25580  -0.00040
   2.06450   4.62725   3.41272   0.24870   0.11070   0.00759  -0.05980  -0.00040
   8.02593   4.91724  15.18025   1.04400   0.09780   0.00656  -0.23660   0.00340
   6.00830   1.95236  15.53651   0.64250   0.11540   0.00931  -0.09270   0.00040
   6.91761   4.98892   6.70990   0.90400   0.11070   0.00492  -0.21700   0.00000
   1.01451   3.09530  12.04184   0.11870   0.11440   0.00522  -0.02270   0.00010
   1.87930   7.18655   7.32457   0.33330   0.10270   0.00414  -0.08910   0.00180
   3.81426   6.15299   2.21802   0.53050   0.10740   0.00787  -0.14170  -0.00060
   4.02971   5.98783  17.81458   0.59200   0.10600   0.00619  -0.14300   0.00210
   5.01037   7.97340   2.89819   0.82720   0.10440   0.01013  -0.23940   0.00060
   2.93521   2.02709  15.79493   0.32130   0.11260   0.00678  -0.04710   0.00060
   7.14981   3.22190  19.12948   0.79940   0.10200   0.00877  -0.14080   0.00290
   5.94247   3.87158  16.61794   0.72420   0.11540   0.00734  -0.14530   0.00000
   6.03481   6.00413  10.83050   0.91120   0.11380   0.00457  -0.22780  -0.00010
   8.86484   8.99576  18.71896   0.85390   0.13260   0.02658  -0.27650  -0.00400
   7.03792   3.91403  19.65918   0.81390   0.10860   0.00804  -0.15860   0.00120
   9.00640   5.83744  12.63786   1.28230   0.09930   0.00557  -0.31620   0.00280
   5.78000   7.93377  12.45392   1.07780  -0.07860   0.00506  -0.29220   0.04310
   5.06563   4.96888   5.03842   0.65530   0.11070   0.00486  -0.15840  -0.00030
   7.90109   3.89568  19.95195   0.89510   0.10560   0.00859  -0.17350   0.00160
   2.99546   2.97630   7.87476   0.33890   0.11150   0.00602  -0.06600  -0.00040
   3.03856   7.94203  16.46923   0.52160   0.11060   0.00647  -0.14090   0.00100
   5.00294   4.97222   3.09976   0.61420   0.10870   0.00823  -0.15180  -0.00040
   5.97121   6.01582  10.68769   0.90200   0.11390   0.00454  -0.22590   0.00000
   3.96801   6.09445  13.83520   0.61300   0.10170   0.00505  -0.15130   0.00280
   0.00000   4.58392  18.02882   0.00000   0.11540   0.00619  -0.00000   0.00020
   2.98619   5.04092  13.14286   0.41260   0.11430   0.00539  -0.09540   0.00020
   1.99843   6.96156  10.87381   0.34330   0.10980   0.00486  -0.08960   0.00090
   6.02623   8.93635  14.92241   0.83580   0.12570   0.01763  -0.24980  -0.00250
   4.07533   3.91072  14.22849   0.50710   0.11600   0.00643  -0.10460  -0.00020
   8.89251   4.86861   3.98466   1.10170   0.09100   0.00592  -0.26680   0.00310
   7.00622   3.01935  13.41681   0.79280   0.11610   0.00819  -0.14640  -0.00010
   1.88682   0.82470   6.46301   0.18900   0.11300   0.00786  -0.02370   0.00020
   3.97384   6.96877  13.10741   0.67340   0.09160   0.00511  -0.17450   0.00500
   0.99540   7.07490  17.00382   0.16900   0.11470   0.00606  -0.04330   0.00030
   1.04305   5.10440  19.82348   0.14360   0.11450   0.00653  -0.03200   0.00050
   6.01456   7.95923   9.91392   1.14210   0.06190   0.00471  -0.31280   0.01230
   4.01644   6.96116  10.56416   0.70450   0.07660   0.00393  -0.18370   0.00830
   1.02645   5.97284  18.06410   0.15360   0.11450   0.00621  -0.03690   0.00030
   6.02186   6.00469  14.91040   0.91080   0.09930   0.00516  -0.22300   0.00340
   5.00978   3.00527  11.75983   0.57240   0.11620   0.00726  -0.10770  -0.00020
   2.31066   1.66688  17.91409   0.24930   0.11330   0.00663  -0.03110   0.00060
   7.97244   3.04271  10.15297   0.88740   0.11560   0.00810  -0.17070  -0.00030
   6.91169   6.03049   2.09358   0.91960   0.10350   0.00932  -0.24500  -0.00020
   9.09563   9.00825  16.80522   0.89220   0.12800   0.02865  -0.28890  -0.00300
   8.00817   5.02268   3.00636   0.96530   0.10520   0.00963  -0.23970   0.00000
   4.04185   2.97350  14.46776   0.46950   0.11400   0.00724  -0.08500   0.00000
   0.00000   4.64201  19.94890  -0.00000   0.11510   0.00657   0.00000   0.00030
   2.02784   3.92619   8.87086   0.24900   0.11230   0.00494  -0.05380   0.00000
   7.00581   1.95462  10.00980   0.73330   0.11560   0.00900  -0.11770   0.00020
   4.04347   2.95524  18.99218   0.46860   0.10970   0.00777  -0.07920   0.00090
   0.00000   4.58828  18.11712  -0.00000   0.11520   0.00622   0.00000   0.00030
   0.94840   8.00745  17.93507   0.18390   0.11490   0.00625  -0.04850   0.00030
   6.76671   6.87185  19.61887   0.92600   0.07090   0.00894  -0.24030   0.00830
   4.00893   1.01403  13.43008   0.41160   0.11600   0.00942  -0.04660   0.00050
   2.04354   4.07144  19.44283   0.26100   0.11500   0.00666  -0.05220   0.00030
   3.03287   6.97733  13.14159   0.51510   0.10590   0.00533  -0.13350   0.00190
   2.04745   8.02364  16.63829   0.39020   0.11260   0.00618  -0.10400   0.00080
   2.85216   4.90338  12.04091   0.38790   0.11500   0.00527  -0.08930  -0.00010
   6.88346   6.05516  12.13004   1.04030   0.11220   0.00485  -0.25950   0.00030
   3.01290   2.96931  12.41091   0.34980   0.11210   0.00650  -0.06500   0.00020
   7.94076   1.97633  12.03729   0.83400   0.11520   0.00959  -0.12980   0.00040
   3.00736   3.96391  16.79255   0.37990   0.11600   0.00648  -0.07700   0.00000
   6.98598   3.95543  13.02963   0.84900   0.11410   0.00705  -0.17790   0.00000
   8.11385   5.86923   9.41427   1.17410   0.11360   0.00487  -0.29450  -0.00050
   0.00000   4.58305  16.94895   0.00000   0.11550   0.00603  -0.00000   0.00010
   3.81264   9.03996   6.25774   0.74440   0.13680   0.01004  -0.21770  -0.00580
   2.96506   0.83524  18.28199   0.30250   0.11380   0.01040  -0.02550   0.00100
   0.94080   3.13697   8.33289   0.10850   0.11160   0.00447  -0.02170   0.00030
   6.98773   8.95272  15.73594   0.86600   0.12660   0.02149  -0.26460  -0.00270
   2.90207   4.04695   8.33731   0.35800   0.11290   0.00512  -0.07850  -0.00030
   0.00000   4.80292  12.16511   0.00010   0.11430   0.00517  -0.00000   0.00010
   2.03995   1.09645  11.40825   0.21770   0.10590   0.00731  -0.02660   0.00100
   3.01409   5.90404   9.81113   0.45470   0.10810   0.00434  -0.11320   0.00120
   0.00000   4.75886  12.64153   0.00000   0.11450   0.00525  -0.00000   0.00010
   8.07621   2.04096  18.45504   0.83100   0.09700   0.01062  -0.11400   0.00420
   5.07460   6.93671  16.93859   0.76680   0.08560   0.00651  -0.19830   0.00600
   2.00626   2.88990  15.49754   0.23250   0.11510   0.00607  -0.04120   0.00020
   2.60815   9.08685   9.53603   0.58940   0.13310   0.00640  -0.16590  -0.00460
   2.99681   1.97248  17.79032   0.32660   0.11270   0.00694  -0.04500   0.00070
   4.94807   7.05214   7.69104   0.86010   0.05110   0.00371  -0.22880   0.01370
   7.75518   4.03735   5.53152   0.91120   0.10930   0.00615  -0.20390   0.00000
   4.19550   6.74744   7.80736   0.70180   0.07830   0.00368  -0.18410   0.00750
   3.08807   1.96630  13.92968   0.34040   0.10850   0.00758  -0.05090   0.00080
   1.02033   0.99245  12.92732   0.10580   0.11400   0.00550  -0.01180   0.00020
   3.08351   2.02788  18.96014   0.33540   0.11240   0.00709  -0.04560   0.00090
   3.01363   5.01067  11.04857   0.41260   0.11400   0.00504  -0.09640   0.00010
   6.92494   5.08010  18.20716   0.89740   0.10540   0.00668  -0.20220   0.00180
   7.75522   4.06596   5.55331   0.91390   0.10910   0.00611  -0.20500   0.00010
   5.01233   6.94590   5.41875   0.82140   0.05720   0.00465  -0.22100   0.01090
   2.04101   5.88497   6.91710   0.30240   0.10540   0.00400  -0.07630   0.00110
   0.00000   4.58893  17.66872  -0.00000   0.11560   0.00613   0.00000   0.00020
   1.95706   5.24294  11.51291   0.27550   0.11360   0.00501  -0.06520   0.00020
   0.96072   6.34875  17.92462   0.14920   0.11440   0.00619  -0.03670   0.00030
   4.92073   4.13361   6.04601   0.59530   0.11070   0.00530  -0.13370  -0.00010
   7.95334   1.95540  18.68464   0.81320   0.09640   0.01070  -0.10820   0.00440
   5.71608   3.28984   9.28977   0.65450   0.11520   0.00692  -0.13130  -0.00040
   4.11483   5.77954   3.28955   0.55040   0.10900   0.00811  -0.14310  -0.00030
   3.02044   3.80964  15.42516   0.37660   0.11510   0.00636  -0.07590   0.00000
   5.98330   7.90773  19.87753   0.80290   0.10450   0.01278  -0.22570   0.00180
   9.08895   5.91895  14.71472   1.28000   0.10660   0.00599  -0.31450   0.00120
   3.94726   4.96027   4.94640   0.51140   0.10940   0.00484  -0.12350   0.00000
   0.00000   4.74827  12.86722   0.00000   0.11450   0.00527  -0.00000   0.00010
   2.00302   4.14358  12.94279   0.25620   0.11460   0.00559  -0.05480   0.00000
   7.35906   6.89025   7.27746   1.21170   0.01810   0.00424  -0.32310   0.02200
   0.00000   4.69173  14.38468  -0.00000   0.11520   0.00557   0.00000   0.00010
   0.98895   0.89353   9.19638   0.10120   0.10930   0.00514  -0.01220   0.00030
   0.97714   1.00577  12.88643   0.10130   0.11390   0.00550  -0.01140   0.00020
   8.00601   5.04045   3.03248   0.96630   0.10530   0.00964  -0.24020  -0.00010
   2.06406   4.85120  11.12952   0.27890   0.11420   0.00506  -0.06430   0.00000
   8.01907   4.02744   5.68060   0.94120   0.10970   0.00627  -0.21020  -0.00010
   1.03195   2.84695  19.89698   0.11830   0.11540   0.00660  -0.01930   0.00020
   2.07286   3.00493  12.98570   0.24080   0.11440   0.00573  -0.04490   0.00010
   4.00465   4.95507  12.09801   0.54450   0.11490   0.00535  -0.12590  -0.00010
   2.99175   3.96483   9.49836   0.36860   0.11360   0.00542  -0.07950  -0.00030
   5.93934   7.04264   6.02193   1.00340  -0.00560   0.00388  -0.27000   0.02600
   7.10913   3.97465  18.06909   0.85030   0.10310   0.00779  -0.17020   0.00250
   5.75494   2.07919   6.29099   0.59530   0.11460   0.00847  -0.10330   0.00000
   1.03477   1.03226   9.66287   0.10650   0.11140   0.00511  -0.01340   0.00040
   5.01091   4.96079  14.96221   0.68050   0.11310   0.00591  -0.15470   0.00040
   0.94636   1.07163  17.02412   0.09970   0.11510   0.00618  -0.00990   0.00020
   5.99892   7.09159   5.73671   1.00940  -0.00810   0.00414  -0.27280   0.02640
   7.00456   7.97695  18.93103   0.91440   0.09740   0.01634  -0.26090   0.00320
   6.04532   3.02407   9.31345   0.67740   0.11520   0.00730  -0.13130  -0.00020
   7.09774   4.04091   4.18783   0.82470   0.11050   0.00629  -0.18640  -0.00030
   9.01585   9.13604  16.99944   0.82580   0.13250   0.02707  -0.27500  -0.00390
   2.94439   9.03918  18.87518   0.53800   0.12840   0.00799  -0.15030  -0.00270
   1.98101   2.14542  12.92871   0.21780   0.11330   0.00582  -0.03480   0.00030
   7.19474   7.05406   7.08522   1.21140  -0.04170   0.00418  -0.32540   0.03540
   2.98026   5.96116  11.78838   0.45420   0.10810   0.00476  -0.11230   0.00130
   0.96699   2.90268   2.98358   0.10260   0.11010   0.00741  -0.02080  -0.00050
   5.05394   2.02943  18.26027   0.54780   0.11190   0.00916  -0.07560   0.00120
   1.98121   9.01225  13.69663   0.46320   0.12970   0.00600  -0.12680  -0.00330
   0.85563   3.93754  19.71814   0.10860   0.11460   0.00655  -0.02130   0.00040
   5.84610   6.08825  10.90863   0.89310   0.11340   0.00452  -0.22420   0.00010
   0.00000   4.76164  12.62764  -0.00000   0.11450   0.00524  -0.00000   0.00010
   6.06689   7.88648   8.83712   1.14640  -0.09820   0.00439  -0.31440   0.04840
   5.00399   4.96036  15.04271   0.67970   0.11300   0.00593  -0.15440   0.00040
   8.03209   1.95055  16.42865   0.83820   0.11010   0.01035  -0.11850   0.00160
   8.94726   5.06208  14.63418   1.15470   0.10530   0.00657  -0.26610   0.00150
   0.00000   4.59170  16.88308   0.00000   0.11560   0.00602  -0.00000   0.00010
   8.98890   6.99510   6.84941   1.46100   0.01580   0.00486  -0.39410   0.02260
   6.08963   1.96676  17.18575   0.65020   0.11280   0.00954  -0.09070   0.00100
   2.00045   2.98345   7.09852   0.22760   0.10770   0.00538  -0.04460   0.00030
   5.01552   5.00922  18.65547   0.67250   0.10960   0.00653  -0.14980   0.00120
   7.08995   2.98415  12.29805   0.79820   0.11580   0.00808  -0.14860  -0.00020
   6.11059   5.91857  12.61761   0.91600   0.11170   0.00487  -0.22580   0.00050
   7.25796   7.97900   2.23585   0.97910   0.09850   0.01709  -0.29590   0.00100
   4.02522   3.91152  11.41124   0.49570   0.11560   0.00603  -0.10480  -0.00030
   4.99777   8.00718   2.89356   0.82630   0.10490   0.01020  -0.23960   0.00040
   8.97336   7.02016  17.86350   1.37410   0.08390   0.00727  -0.35650   0.00610
   6.91812   4.01761   4.22107   0.80340   0.11060   0.00626  -0.18110  -0.00040
   3.02760   0.99799  13.42607   0.31290   0.11620   0.00907  -0.03480   0.00020
   8.01948   6.09859  12.63492   1.20010   0.10840   0.00514  -0.30000   0.00100
   1.98498   0.89548   5.86538   0.19760   0.11310   0.00794  -0.02570   0.00010
   4.96495   1.06779  16.54770   0.50800   0.11460   0.01029  -0.05340   0.00100
   0.00000   4.58363  18.16377  -0.00000   0.11510   0.00621   0.00000   0.00030
   1.02941   4.95129   6.06628   0.13570   0.10640   0.00467  -0.03240   0.00050
   7.36111   6.60012   2.33090   1.01170   0.09470   0.01031  -0.27840   0.00210
   8.97547   1.99723  12.03937   0.93580   0.11420   0.01023  -0.14610   0.00060
   0.91511   3.10208   2.89889   0.09830   0.10990   0.00739  -0.02040  -0.00050
   0.00000   4.61289  19.85425   0.00000   0.11510   0.00655  -0.00000   0.00030
   6.25566   5.09059   4.06735   0.80450   0.10330   0.00528  -0.19750   0.00080
   1.97871   1.99104  12.32219   0.21530   0.11320   0.00578  -0.03360   0.00030
   0.01059   4.17526   1.92879   0.00110   0.10820   0.00719  -0.00030  -0.00080
   6.12723   5.92936  11.77947   0.91810   0.11260   0.00474  -0.22750   0.00030
   6.94142   2.91906   8.81678   0.76620   0.11470   0.00763  -0.14710  -0.00010
   0.00000   4.73689  13.03824   0.00000   0.11490   0.00531  -0.00000   0.00010
   5.84695   6.10748  11.12465   0.89620   0.11340   0.00454  -0.22500   0.00010
   3.06062   4.88453  10.28013   0.41230   0.11410   0.00496  -0.09580  -0.00010
   0.93745   3.07898   2.94438   0.10020   0.11010   0.00740  -0.02070  -0.00060
   1.04496   7.82956   5.00659   0.20190   0.10750   0.00530  -0.05610   0.00000
   3.95460   8.04199  10.01406   0.74830   0.06880   0.00518  -0.20530   0.01000
   7.00131   6.97336  17.97817   1.10410  -0.04120   0.00591  -0.28340   0.03240
   2.96450   8.10683   5.17381   0.58390   0.10620   0.00661  -0.16420   0.00100
   8.91323   4.99030  10.34371   1.16520   0.11030   0.00587  -0.27400   0.00020
   7.02333   4.84136  11.07486   0.92230   0.11340   0.00570  -0.21320   0.00000
   6.09056   8.03545   4.01557   0.91540   0.10840   0.01292  -0.26940   0.00000
   7.99944   2.00669  14.59342   0.84190   0.11420   0.00996  -0.12570   0.00080
   3.01936   8.94113  16.11324   0.57500   0.12630   0.00762  -0.16080  -0.00230
   0.00000   4.57763  17.89877  -0.00000   0.11540   0.00618   0.00000   0.00020
   7.94251   5.98734   7.88563   1.16010   0.11200   0.00460  -0.29530  -0.00030
   2.97086   0.85649  18.44314   0.30330   0.11360   0.01038  -0.02560   0.00100
   1.99501   3.97438  14.82001   0.25300   0.11480   0.00592  -0.05230   0.00010
   1.00914   5.93090   5.84864   0.14750   0.10690   0.00469  -0.03760   0.00030
   1.98585   2.88976  18.76399   0.22920   0.11490   0.00657  -0.03860   0.00030
   2.99609   1.90603   7.68893   0.31540   0.11410   0.00706  -0.05170  -0.00010
   7.06064   6.98095  19.24599   0.97880   0.05750   0.00918  -0.25600   0.01110
   3.99598   7.98648  13.90818   0.68560   0.09900   0.00666  -0.18770   0.00330
   8.04164   1.93770  16.31840   0.83800   0.11060   0.01039  -0.11840   0.00160
   7.94375   6.89210   6.81901   1.29440  -0.00510   0.00439  -0.34650   0.02720
   4.01414   5.13797  19.23504   0.54820   0.10960   0.00647  -0.12300   0.00140
   1.00660   6.91533  12.99907   0.17140   0.11410   0.00532  -0.04430   0.00020
   8.90478   3.97060  16.15840   1.03380   0.10890   0.00824  -0.21060   0.00100
   5.88964   8.97660  12.25219   0.85430   0.11630   0.01810  -0.25570  -0.00050
   5.91678   0.95593  18.40374   0.60060   0.10810   0.01301  -0.05580   0.00220
   7.01083   5.15546  19.58616   0.89740   0.10280   0.00702  -0.20200   0.00230
   0.00000   5.36927   6.98196   0.00000   0.10870   0.00422  -0.00000   0.00040
   4.97472   1.02672  16.87848   0.50580   0.11390   0.01055  -0.05150   0.00120
   0.00000   5.14519   2.96852  -0.00000   0.11030   0.00737   0.00000  -0.00050
   0.00000   4.56864  17.95800  -0.00000   0.11520   0.00620   0.00000   0.00020
   3.97571   2.93205  16.42564   0.46220   0.11190   0.00747  -0.08090   0.00040
   5.02956   1.91813   7.06409   0.52020   0.11530   0.00826  -0.08680   0.00000
   4.97156   1.02711  15.83343   0.50700   0.11460   0.01034  -0.05370   0.00100
   7.94439   7.11200  18.05897   1.25010  -0.08240   0.00657  -0.32420   0.04100
   8.88191   2.04577  17.87567   0.89950   0.10300   0.01094  -0.12490   0.00300
   6.08158   6.19227   5.21274   0.90610   0.11330   0.00410  -0.23580  -0.00080
   1.07073   4.02327   8.46705   0.13240   0.11190   0.00449  -0.02900   0.00020
   0.00000   4.20581  10.01706  -0.00000   0.11330   0.00471   0.00000   0.00010
   3.02645   0.98580  11.84705   0.31120   0.11610   0.00877  -0.03620   0.00020
   3.01797   2.99252   7.34141   0.34020   0.11240   0.00598  -0.06670  -0.00060
   1.94779   2.90996  19.77433   0.22430   0.11470   0.00671  -0.03720   0.00030
   7.02557   2.98901   9.14441   0.78000   0.11570   0.00768  -0.15060  -0.00040
   1.95603   3.09858   2.88513   0.20930   0.10990   0.00747  -0.04350  -0.00050
   0.00000   4.56985  17.70259  -0.00000   0.11550   0.00613  -0.00000   0.00020
   4.01408   4.98530  19.02087   0.54220   0.11210   0.00652  -0.12010   0.00080
   1.99815   2.90768  15.67843   0.23200   0.11530   0.00609  -0.04110   0.00010
   1.96622   7.17603   2.02691   0.31890   0.10720   0.00744  -0.08910  -0.00050
   1.01625   2.12269   2.90393   0.10320   0.11000   0.00740  -0.01860  -0.00050
   8.15381   6.93944   9.20460   1.34860   0.08910   0.00473  -0.35780   0.00550
   4.10868   8.05516   8.92910   0.79160   0.04820   0.00484  -0.21770   0.01450
   8.05824   6.95363   8.84321   1.33720   0.07460   0.00467  -0.35540   0.00890
   2.79556   2.91732  18.95625   0.32200   0.11470   0.00688  -0.05430   0.00040
   2.92901   8.16420   2.89933   0.56690   0.10920   0.00831  -0.16180  -0.00040
   8.02535   4.01465  13.64266   0.96900   0.11230   0.00742  -0.20320   0.00030
   1.03729   0.84838   9.79318   0.10580   0.11130   0.00521  -0.01230   0.00040
   6.94304   4.03046  19.76158   0.81010   0.10870   0.00790  -0.16030   0.00130
   1.04841   3.05225  13.93419   0.12270   0.11520   0.00557  -0.02280   0.00010
   8.11766   4.91594  10.47718   1.06260   0.11190   0.00575  -0.24810   0.00000
   3.14658   4.00722  18.94948   0.39720   0.11580   0.00679  -0.07920   0.00010
   0.00000   4.56169  17.91900  -0.00000   0.11540   0.00618   0.00000   0.00020
   4.02641   2.98789  16.10480   0.47000   0.11250   0.00739  -0.08350   0.00030
   7.98866   3.95199  13.32004   0.96110   0.11140   0.00740  -0.20070   0.00040
   6.99443   3.94943  18.31592   0.83370   0.10440   0.00784  -0.16590   0.00230
   8.03309   5.93834  10.59945   1.17710   0.11310   0.00496  -0.29460  -0.00020
   3.94085   4.96944   5.99496   0.51700   0.11150   0.00470  -0.12410  -0.00030
   9.08569   2.86120  18.94654   0.95030   0.10500   0.01019  -0.15600   0.00190
   2.10782   7.80824  14.19832   0.40180   0.11110   0.00571  -0.10690   0.00090
   2.97992   5.95824  15.81118   0.44800   0.11030   0.00577  -0.10880   0.00120
   3.07430   7.85410  14.22959   0.55720   0.10250   0.00592  -0.14980   0.00280
   4.89289   5.02059   6.41243   0.64700   0.11160   0.00462  -0.15570  -0.00020
   0.00000   4.58024  15.79227   0.00010   0.11540   0.00583  -0.00000   0.00010
   2.74943   3.06219   6.35972   0.31000   0.11110   0.00568  -0.06180  -0.00040
   5.91412   3.29653   7.73506   0.67010   0.11460   0.00677  -0.13650  -0.00040
   5.00259   3.91805   7.41565   0.59900   0.11380   0.00573  -0.13070  -0.00040
   5.72519   9.15500  12.45905   0.80390   0.12890   0.01766  -0.24370  -0.00330
   4.90674   6.01561   2.06802   0.66460   0.10620   0.00822  -0.17650  -0.00060
   0.00000   4.80020  12.21588   0.00000   0.11430   0.00518  -0.00000   0.00010
   1.04027   7.09060  14.00510   0.18080   0.11430   0.00554  -0.04690   0.00030
   7.24941   7.97693   6.71394   1.17520  -0.07150   0.00937  -0.33510   0.04110
   6.94098   4.98829  11.71916   0.92820   0.11240   0.00563  -0.21610   0.00020
   6.99325   7.89859  13.57362   1.21650  -0.10220   0.00691  -0.33180   0.04780
   3.99010   5.96554  18.08069   0.58430   0.10420   0.00621  -0.14070   0.00240
   2.02876   2.08588  12.49139   0.22200   0.11310   0.00581  -0.03530   0.00030
   1.95349   0.94024  19.63625   0.19930   0.10840   0.00744  -0.01620   0.00160
   4.05332   5.00690   4.18000   0.52000   0.09580   0.00550  -0.12650   0.00160
   0.95553   7.89910   4.62691   0.18600   0.10810   0.00558  -0.05200  -0.00010
   3.99191   4.98463   5.06753   0.51940   0.11010   0.00482  -0.12550  -0.00020
   4.01346   5.00024   5.01737   0.52240   0.10960   0.00480  -0.12640  -0.00010
   1.00047   6.91323  13.05235   0.17050   0.11410   0.00532  -0.04400   0.00020
   5.02531   8.99552  12.74301   0.78890   0.12560   0.01400  -0.23240  -0.00250
   8.03849   2.72558  18.63580   0.85640   0.10460   0.00965  -0.13770   0.00230
   3.01674   7.95453  10.71723   0.59020   0.09950   0.00525  -0.15990   0.00310
   9.01886   4.91933   5.56085   1.14180   0.10950   0.00548  -0.27490  -0.00030
   1.94526   7.22902  14.84180   0.34050   0.11210   0.00573  -0.08860   0.00080
   2.02239   9.03820  12.68249   0.48020   0.13170   0.00589  -0.13190  -0.00380
   7.01699   7.98806  17.02208   0.96020   0.08090   0.01535  -0.27290   0.00670
   0.99064   4.85235   6.12136   0.13000   0.10650   0.00465  -0.03080   0.00060
   3.93654   1.03294  11.23102   0.40200   0.11600   0.00904  -0.04890   0.00040
   3.99505   8.97560  19.05175   0.64050   0.12880   0.00999  -0.18310  -0.00290
   7.02732   1.96965  10.10678   0.73610   0.11590   0.00900  -0.11830   0.00020
   1.01133   3.88738  16.87679   0.12830   0.11540   0.00607  -0.02580   0.00020
   2.00855   6.07944  17.03428   0.30420   0.11310   0.00604  -0.07400   0.00060
   2.92302   3.15755  18.49737   0.34540   0.11370   0.00690  -0.06120   0.00040
   1.03420   1.01845  15.07054   0.10780   0.11540   0.00586  -0.01130   0.00010
   4.02340   5.95957  17.99150   0.58950   0.10470   0.00620  -0.14200   0.00240
   5.92003   8.96664  12.78971   0.85070   0.11970   0.01803  -0.25450  -0.00130
   4.01831   4.00469  18.41079   0.50390   0.11540   0.00690  -0.10100   0.00010
   5.96105   7.05612  14.90239   1.02390  -0.01830   0.00466  -0.26450   0.02920
   3.07962   6.87081  14.31120   0.51200   0.10680   0.00557  -0.13160   0.00180
   7.45508   6.66513   2.74813   1.02020   0.09610   0.01065  -0.28140   0.00190
   5.06600   7.01779  19.85493   0.70580   0.09520   0.00795  -0.18410   0.00380
   2.11581   1.83094  19.49656   0.22900   0.11320   0.00677  -0.02870   0.00070
   4.99614   4.05506  14.27444   0.62520   0.11590   0.00653  -0.13100  -0.00020
   1.06854   3.08970  11.71620   0.12480   0.11420   0.00518  -0.02390   0.00010
   3.03581   3.84321   8.10373   0.36700   0.11250   0.00528  -0.07900  -0.00040
   0.00000   4.61696  15.56186   0.00000   0.11560   0.00577  -0.00000   0.00010
   0.00000   4.59170  16.88308   0.00000   0.11560   0.00602  -0.00000   0.00010
   0.00000   4.56394  18.89822   0.00000   0.11510   0.00637  -0.00000   0.00030
   0.00000   4.55953  18.73020  -0.00000   0.11510   0.00633   0.00000   0.00030
   0.00000   4.73855  13.07649  -0.00000   0.11470   0.00532   0.00000   0.00010
   0.84082   4.92431   6.47044   0.11180   0.10730   0.00452  -0.02660   0.00050
   6.03480   6.97282   6.07783   1.01100  -0.00190   0.00382  -0.27120   0.02520
   6.99231   4.96109  17.85259   0.90090   0.10330   0.00673  -0.20120   0.00220
   2.97670   5.95418  10.18239   0.45220   0.10800   0.00441  -0.11270   0.00120
   5.84508   7.98766  14.74569   0.90100  -0.05720   0.01000  -0.25140   0.03820
   3.99220   0.93453  19.79044   0.39970   0.11150   0.01098  -0.03330   0.00150
   6.95411   6.04031  15.71105   1.03560   0.09110   0.00538  -0.25370   0.00520
   3.81959   8.95391   6.24380   0.74490   0.13290   0.00962  -0.21720  -0.00490
   5.95851   6.93093  15.73259   0.99130  -0.00410   0.00484  -0.25420   0.02580
   0.00000   4.55063  16.09144  -0.00000   0.11560   0.00589   0.00000   0.00010
   2.03814   4.02506  17.70129   0.26060   0.11520   0.00638  -0.05280   0.00020
   6.78112   6.81323  19.66684   0.93110   0.06650   0.00866  -0.24030   0.00930
   5.20168   8.01903   4.30831   0.85160   0.11210   0.01034  -0.24620  -0.00060
   6.04760   5.03623  18.48118   0.79850   0.09960   0.00662  -0.17870   0.00330
   3.03322   5.97340  15.69534   0.45700   0.11090   0.00575  -0.11120   0.00100
   7.00513   5.98509  17.84898   0.99950   0.08320   0.00593  -0.24210   0.00650
   0.96984   7.92230  11.86688   0.19620   0.11330   0.00515  -0.05260   0.00030
   2.98372   8.95887  12.04750   0.60960   0.12740   0.00705  -0.17150  -0.00290
   4.01168   5.90798  17.77598   0.58730   0.10610   0.00615  -0.14110   0.00210
   0.92879   1.10905  13.27812   0.09670   0.11460   0.00551  -0.01120   0.00010
