NACA 4 digit Error DB20.txt
         c        Lc         t       Cl0      Cla0       Cd0       Cm0      Cma0
   0.01397   0.01614   0.30791   0.00170   0.00100   0.00009   0.00030   0.00010
   0.00904   0.01148   0.01925   0.00260   0.00160   0.00007   0.00060   0.00050
   0.00977   0.00655   0.01834   0.00070   0.00020   0.00000   0.00010   0.00010
   0.00412   0.00848   0.01035   0.00100   0.00070   0.00003   0.00050   0.00010
   0.00205   0.00387   0.06940   0.00080   0.00030   0.00001   0.00010   0.00010
   0.02514   0.02375   0.04400   0.00210   0.00130   0.00004   0.00050   0.00050
   0.00000   0.05475   0.03662   0.00010   0.00030   0.00000   0.00000   0.00010
   0.05232   0.06174   0.22546   0.01590   0.00050   0.00015   0.00320   0.00030
   0.00879   0.01052   0.00035   0.00180   0.00040   0.00001   0.00060   0.00010
   0.00000   0.00203   0.02519   0.00100   0.00460   0.00004   0.00030   0.00110
   0.01290   0.01661   0.03458   0.00100   0.00010   0.00000   0.00010   0.00000
   0.00438   0.00953   0.09801   0.00230   0.00040   0.00000   0.00060   0.00010
   0.00472   0.00360   0.02379   0.00020   0.00040   0.00005   0.00010   0.00020
   0.00741   0.00795   0.03228   0.00130   0.00050   0.00002   0.00010   0.00020
   0.00553   0.11751   0.07374   0.01040   0.00780   0.00108   0.00060   0.00160
   0.01673   0.00206   0.00667   0.00100   0.00270   0.00025   0.00030   0.00070
   0.00000   0.06311   0.03244   0.00060   0.00100   0.00001   0.00020   0.00030
   0.01270   0.00837   0.20286   0.00120   0.00030   0.00000   0.00050   0.00000
   0.00000   0.01387   0.06244   0.00000   0.00040   0.00000   0.00000   0.00010
   0.01656   0.00019   0.02311   0.00050   0.00510   0.00002   0.00020   0.00110
   0.01145   0.01013   0.03538   0.00060   0.00050   0.00001   0.00000   0.00010
   0.00297   0.00436   0.01984   0.00000   0.00010   0.00001   0.00010   0.00010
   0.00168   0.00583   0.19009   0.00000   0.00020   0.00001   0.00020   0.00000
   0.00343   0.00579   0.00145   0.00030   0.00090   0.00001   0.00010   0.00020
   0.02097   0.01380   0.01684   0.00030   0.00060   0.00001   0.00020   0.00010
   0.01186   0.02189   0.01602   0.00190   0.00120   0.00001   0.00050   0.00010
   0.00000   0.04044   0.06002   0.00010   0.00010   0.00000   0.00000   0.00000
   0.00319   0.01898   0.00351   0.00120   0.00010   0.00000   0.00030   0.00000
   0.00225   0.00823   0.07489   0.00040   0.00010   0.00003   0.00030   0.00000
   0.00773   0.00080   0.04776   0.00300   0.00020   0.00001   0.00050   0.00010
   0.00966   0.04973   0.00599   0.00120   0.00050   0.00003   0.00040   0.00010
   0.00692   0.00318   0.18320   0.00010   0.00010   0.00001   0.00020   0.00010
   0.01221   0.01595   0.03569   0.00070   0.00130   0.00002   0.00020   0.00020
   0.00855   0.00658   0.01750   0.00010   0.00010   0.00000   0.00000   0.00010
   0.00651   0.00267   0.02413   0.00120   0.00060   0.00001   0.00030   0.00010
   0.01440   0.01777   0.04151   0.00130   0.00260   0.00000   0.00010   0.00060
   0.03109   0.02280   1.76490   0.00850   0.00340   0.00760   0.00440   0.00030
   0.00102   0.03289   0.01854   0.00170   0.00030   0.00001   0.00050   0.00010
   0.00411   0.00135   0.00742   0.00060   0.00010   0.00000   0.00010   0.00010
   0.02550   0.00093   0.09043   0.00210   0.00060   0.00000   0.00070   0.00020
   0.00029   0.01594   0.00749   0.00080   0.00000   0.00001   0.00020   0.00000
   0.00077   0.00095   0.01686   0.00130   0.00020   0.00001   0.00040   0.00010
   0.70456   0.45997   0.44543   0.05610   0.08310   0.00180   0.01390   0.01990
   0.00000   0.02378   0.02492   0.00040   0.00030   0.00002   0.00010   0.00010
   0.00595   0.02609   0.01373   0.00010   0.00090   0.00001   0.00020   0.00010
   0.00866   0.02102   0.04527   0.00310   0.00220   0.00017   0.00080   0.00050
   0.06979   0.02281   0.82517   0.00750   0.00440   0.00108   0.00100   0.00070
   0.00000   0.05937   0.04686   0.00020   0.00010   0.00003   0.00010   0.00000
   0.00314   0.01074   0.02061   0.00020   0.00010   0.00000   0.00000   0.00000
   0.01391   0.02501   0.02449   0.00120   0.00130   0.00001   0.00080   0.00030
   0.00569   0.02421   0.00169   0.00010   0.00060   0.00000   0.00010   0.00010
   0.00278   0.01306   0.05513   0.00100   0.00060   0.00003   0.00060   0.00020
   0.02921   0.00352   0.16520   0.00250   0.00030   0.00001   0.00080   0.00000
   0.03223   0.01272   0.04917   0.00150   0.00030   0.00002   0.00020   0.00010
   0.00423   0.02334   0.03905   0.00040   0.00050   0.00002   0.00020   0.00010
   0.00396   0.06540   0.25683   0.00060   0.00700   0.00040   0.00030   0.00120
   0.04017   0.06692   0.25835   0.00720   0.00270   0.00023   0.00190   0.00070
   0.00000   0.00019   0.00547   0.00000   0.00010   0.00002   0.00000   0.00000
   0.00642   0.00675   0.06597   0.00020   0.00000   0.00002   0.00010   0.00010
   0.00162   0.00555   0.02420   0.00030   0.00010   0.00001   0.00010   0.00000
   0.00000   0.15990   0.01790   0.00000   0.00180   0.00002   0.00000   0.00000
   0.01095   0.00374   0.01219   0.00030   0.00300   0.00001   0.00000   0.00070
   0.00036   0.02547   0.13472   0.00030   0.00010   0.00003   0.00020   0.00010
   0.01613   0.01111   0.03582   0.00040   0.00010   0.00001   0.00010   0.00010
   0.02394   0.01242   0.06725   0.00110   0.00030   0.00002   0.00010   0.00000
   0.00000   0.16353   0.07663   0.00240   0.00240   0.00003   0.00060   0.00060
   0.00000   0.02563   0.01386   0.00020   0.00040   0.00001   0.00000   0.00010
   0.02164   0.00763   0.03763   0.00270   0.00010   0.00001   0.00060   0.00010
   0.00000   0.00879   0.02768   0.00000   0.00050   0.00001   0.00000   0.00010
   0.01299   0.01588   0.07152   0.00610   0.00420   0.00018   0.00170   0.00110
   0.00226   0.00755   0.04259   0.00120   0.00020   0.00001   0.00050   0.00000
   0.00000   0.10385   0.47922   0.00150   0.00800   0.00048   0.00050   0.00140
   0.00709   0.00861   0.05480   0.00050   0.00010   0.00002   0.00000   0.00000
   0.03988   0.16763   0.43450   0.00420   0.00050   0.00001   0.00150   0.00010
   0.00523   0.00923   0.03387   0.00020   0.00050   0.00001   0.00010   0.00010
   0.00305   0.02337   0.01802   0.00190   0.00020   0.00001   0.00030   0.00000
   0.00890   0.01133   0.04114   0.00040   0.00020   0.00001   0.00000   0.00000
   0.00895   0.00742   0.01528   0.00110   0.00080   0.00001   0.00020   0.00010
   0.00522   0.00369   0.07861   0.00200   0.00070   0.00002   0.00050   0.00020
   0.00819   0.01590   0.04299   0.00270   0.00060   0.00002   0.00100   0.00010
   0.03279   0.02670   0.15500   0.00250   0.00390   0.00028   0.00060   0.00060
   0.07142   0.07406   0.32350   0.00250   0.01220   0.00038   0.00080   0.00260
   0.04103   0.00425   0.08941   0.00070   0.00230   0.00011   0.00020   0.00060
   0.00295   0.00457   0.03978   0.00030   0.00020   0.00000   0.00000   0.00010
   0.00755   0.01358   0.01343   0.00010   0.00000   0.00001   0.00020   0.00000
   0.00149   0.00342   0.06570   0.00060   0.00070   0.00017   0.00020   0.00030
   0.00550   0.00247   0.05945   0.00040   0.00030   0.00000   0.00010   0.00010
   0.00975   0.02083   0.08247   0.00060   0.00050   0.00002   0.00040   0.00010
   0.00985   0.00634   0.15342   0.00480   0.00840   0.00031   0.00090   0.00170
   0.00948   0.01093   0.03584   0.00200   0.00140   0.00003   0.00060   0.00040
   0.00885   0.01112   0.00174   0.00050   0.00020   0.00002   0.00010   0.00000
   0.01388   0.03767   0.00321   0.00040   0.00010   0.00000   0.00010   0.00000
   0.02814   0.01405   0.17885   0.00370   0.00020   0.00001   0.00090   0.00000
   0.00420   0.00332   0.09825   0.00120   0.00030   0.00002   0.00000   0.00000
   0.00148   0.01564   0.04302   0.00040   0.00150   0.00001   0.00000   0.00030
   0.01011   0.02271   0.08477   0.00330   0.00110   0.00009   0.00120   0.00020
   0.00658   0.00249   0.03558   0.00130   0.00010   0.00001   0.00040   0.00010
   0.00056   0.01240   0.05775   0.00200   0.00340   0.00004   0.00030   0.00090
   0.01080   0.00872   0.03713   0.00030   0.00230   0.00001   0.00010   0.00000
   0.01140   0.00220   0.00802   0.00120   0.00000   0.00001   0.00020   0.00000
   0.00539   0.00213   0.07610   0.00040   0.00000   0.00002   0.00000   0.00000
   0.00124   0.01108   0.09192   0.00040   0.00480   0.00010   0.00020   0.00070
   0.00578   0.00916   0.07413   0.00010   0.00030   0.00001   0.00010   0.00010
   0.00797   0.00664   0.01333   0.00060   0.00030   0.00001   0.00020   0.00010
   0.00178   0.00074   0.12676   0.00000   0.00050   0.00002   0.00010   0.00020
   0.00912   0.02190   0.02393   0.00080   0.00030   0.00001   0.00030   0.00010
   0.00696   0.00087   0.09166   0.00050   0.00040   0.00003   0.00000   0.00000
   0.00093   0.05289   0.20303   0.00900   0.00210   0.00002   0.00270   0.00030
   0.00880   0.00611   0.03853   0.00280   0.00140   0.00002   0.00070   0.00030
   0.00048   0.00339   0.05002   0.00030   0.00080   0.00000   0.00010   0.00020
   0.00000   0.18703   0.04493   0.00340   0.00130   0.00021   0.00100   0.00040
   0.02393   0.02197   0.21409   0.00230   0.00320   0.00008   0.00060   0.00010
   0.00748   0.00873   0.07051   0.00140   0.00010   0.00001   0.00040   0.00000
   0.02007   0.00556   0.09464   0.00200   0.00050   0.00004   0.00060   0.00000
   0.01169   0.01914   0.05410   0.00210   0.03750   0.00025   0.00120   0.00840
   0.03228   0.03156   0.15458   0.00210   0.00130   0.00003   0.00090   0.00040
   0.00716   0.00624   0.01211   0.00120   0.00040   0.00001   0.00020   0.00000
   0.00448   0.00617   0.26468   0.00130   0.00010   0.00003   0.00010   0.00010
   0.00171   0.00317   0.00791   0.00010   0.00000   0.00001   0.00010   0.00010
   0.02021   0.06393   0.29634   0.00190   0.00230   0.00004   0.00050   0.00040
   0.01928   0.02611   0.05144   0.00180   0.00130   0.00007   0.00010   0.00030
   0.00641   0.01468   0.18462   0.00070   0.00120   0.00003   0.00050   0.00040
   0.01213   0.01590   0.12594   0.00170   0.00040   0.00004   0.00020   0.00000
   0.00000   0.00690   0.02248   0.00010   0.00010   0.00001   0.00000   0.00000
   0.00966   0.00738   0.03733   0.00200   0.00040   0.00004   0.00040   0.00000
   0.00884   0.00156   0.06207   0.00080   0.00020   0.00000   0.00020   0.00010
   0.01736   0.00349   0.04700   0.00220   0.00000   0.00002   0.00030   0.00000
   0.00977   0.01084   0.06732   0.00010   0.00020   0.00003   0.00030   0.00000
   0.00000   0.01405   0.00962   0.00030   0.00050   0.00001   0.00000   0.00000
   0.00619   0.02079   0.01390   0.00050   0.00030   0.00000   0.00010   0.00010
   0.04902   0.01863   0.04122   0.00480   0.00010   0.00004   0.00050   0.00010
   0.00000   0.14814   0.01132   0.00020   0.00130   0.00000   0.00010   0.00020
   0.00521   0.02051   0.01247   0.00130   0.00030   0.00001   0.00020   0.00010
   0.00478   0.01204   0.06137   0.00090   0.00030   0.00003   0.00050   0.00000
   0.01112   0.02864   0.05413   0.00500   0.00320   0.00025   0.00120   0.00080
   0.01759   0.05106   0.05461   0.00020   0.00010   0.00001   0.00010   0.00000
   0.00664   0.00661   0.01273   0.00120   0.00010   0.00000   0.00050   0.00010
   0.00444   0.01685   0.00323   0.00030   0.00040   0.00000   0.00000   0.00010
   0.03044   0.03616   0.06699   0.00040   0.00000   0.00011   0.00020   0.00000
   0.03890   0.12243   0.19060   0.00960   0.01250   0.00046   0.00330   0.00180
   0.03005   0.01325   0.06639   0.00340   0.00020   0.00001   0.00060   0.00000
   0.00000   0.01851   0.01950   0.00010   0.00010   0.00001   0.00000   0.00000
   0.00573   0.00272   0.09047   0.00010   0.00020   0.00001   0.00010   0.00000
   0.01330   0.00946   0.03545   0.00160   0.00060   0.00001   0.00060   0.00030
   0.01343   0.01756   0.06015   0.00080   0.00170   0.00000   0.00040   0.00020
   0.00086   0.00517   0.01433   0.00040   0.00000   0.00000   0.00010   0.00000
   0.02897   0.02251   0.09050   0.00160   0.00030   0.00007   0.00030   0.00000
   0.00290   0.00727   0.00768   0.00150   0.00010   0.00003   0.00020   0.00010
   0.00142   0.01591   0.01795   0.00060   0.00030   0.00001   0.00010   0.00010
   0.00457   0.01339   0.06067   0.00150   0.00040   0.00001   0.00050   0.00010
   0.02071   0.01522   0.06411   0.00370   0.00010   0.00001   0.00120   0.00010
   0.00553   0.00565   0.01309   0.00000   0.00030   0.00000   0.00010   0.00000
   0.00188   0.00705   0.04278   0.00190   0.00510   0.00002   0.00030   0.00110
   0.12178   0.07412   0.04918   0.01530   0.00360   0.00002   0.00410   0.00120
   0.04411   0.02869   0.34837   0.00950   0.00870   0.00049   0.00250   0.00220
   0.01085   0.04985   0.00111   0.00680   0.00510   0.00026   0.00190   0.00170
   0.00433   0.00760   0.01278   0.00020   0.00000   0.00001   0.00010   0.00000
   0.01149   0.00476   0.04323   0.00240   0.00020   0.00000   0.00070   0.00020
   0.02540   0.06295   0.06533   0.00230   0.00100   0.00002   0.00050   0.00000
   0.03438   0.03871   0.49970   0.00210   0.00020   0.00004   0.00040   0.00000
   0.00948   0.00824   0.02555   0.00050   0.00020   0.00000   0.00010   0.00010
   0.00127   0.01119   0.02481   0.00020   0.00000   0.00001   0.00000   0.00000
   0.02859   0.03283   0.06145   0.00060   0.00010   0.00001   0.00010   0.00010
   0.01406   0.01739   0.09849   0.00260   0.00030   0.00003   0.00080   0.00000
   0.00086   0.00739   0.02553   0.00010   0.03820   0.00001   0.00010   0.00780
   0.00274   0.00558   0.05661   0.00230   0.00050   0.00001   0.00050   0.00010
   0.00138   0.00326   0.01979   0.00070   0.00000   0.00000   0.00010   0.00010
   0.00000   0.03814   0.06032   0.00070   0.00100   0.00004   0.00020   0.00030
   0.02503   0.00945   0.18743   0.00320   0.00580   0.00012   0.00080   0.00120
   0.00796   0.00897   0.20324   0.00170   0.00190   0.00018   0.00050   0.00040
   0.00000   0.17786   0.00558   0.00050   0.00050   0.00002   0.00010   0.00010
   0.00180   0.00172   0.01605   0.00040   0.00020   0.00001   0.00010   0.00000
   0.00000   0.10917   0.00923   0.00010   0.00010   0.00002   0.00000   0.00000
   0.01238   0.00955   0.04154   0.00150   0.00220   0.00000   0.00000   0.00050
   0.00772   0.00740   0.06959   0.00310   0.00080   0.00001   0.00080   0.00010
   0.01645   0.00963   0.14388   0.00070   0.00040   0.00001   0.00010   0.00000
   0.01326   0.01017   0.01399   0.00100   0.00020   0.00002   0.00040   0.00010
   0.01611   0.03838   0.01995   0.00060   0.00010   0.00001   0.00010   0.00010
   0.00675   0.00007   0.04330   0.00090   0.00000   0.00001   0.00010   0.00000
   0.00753   0.01787   0.10298   0.00120   0.00010   0.00000   0.00040   0.00000
   0.01245   0.03785   0.00762   0.00100   0.00020   0.00000   0.00020   0.00000
   0.02053   0.02726   0.36625   0.00220   0.00140   0.00038   0.00030   0.00000
   0.00000   0.01265   0.00741   0.00020   0.00040   0.00002   0.00000   0.00010
   0.00745   0.02725   0.16258   0.00120   0.00040   0.00007   0.00000   0.00010
   0.01318   0.03801   0.10462   0.00220   0.00060   0.00007   0.00020   0.00010
   0.00456   0.00637   0.02892   0.00080   0.00100   0.00000   0.00020   0.00020
   0.01251   0.01678   0.07073   0.00040   0.00180   0.00001   0.00020   0.00040
   0.02844   0.07583   0.29153   0.00420   0.00110   0.00043   0.00030   0.00030
   0.00738   0.01962   0.03892   0.00070   0.00080   0.00000   0.00030   0.00030
   0.00485   0.00101   0.09291   0.00090   0.00010   0.00002   0.00030   0.00000
   0.02914   0.00076   0.03967   0.00240   0.00110   0.00020   0.00090   0.00020
   0.00281   0.01268   0.11199   0.00080   0.00040   0.00002   0.00010   0.00010
   0.01320   0.00484   0.01326   0.00080   0.00060   0.00002   0.00010   0.00020
   0.00171   0.00055   0.00676   0.00040   0.00060   0.00002   0.00010   0.00020
   0.00944   0.00359   0.13540   0.00120   0.00000   0.00001   0.00030   0.00000
   0.01181   0.00264   0.03805   0.00160   0.00130   0.00001   0.00040   0.00030
   0.03293   0.01458   0.01119   0.00170   0.00120   0.00004   0.00020   0.00020
   0.05200   0.02318   0.39884   0.00540   0.00200   0.00099   0.00100   0.00050
   0.00592   0.00808   0.02802   0.00020   0.00180   0.00001   0.00000   0.00030
   0.06648   0.06080   0.19731   0.00970   0.03270   0.00014   0.00210   0.00640
   0.01184   0.00073   0.01571   0.00040   0.00020   0.00001   0.00010   0.00010
   0.05186   0.09547   0.82494   0.02060   0.01610   0.00132   0.00360   0.00370
   0.00175   0.01224   0.03016   0.00340   0.00110   0.00022   0.00090   0.00040
   0.00000   0.00268   0.02035   0.00020   0.00040   0.00002   0.00010   0.00000
   0.02033   0.01075   0.00698   0.00150   0.00000   0.00001   0.00000   0.00000
   0.00880   0.01194   0.01089   0.00180   0.00050   0.00006   0.00030   0.00020
   0.02137   0.01986   0.06706   0.00140   0.00140   0.00002   0.00060   0.00030
   0.00845   0.01071   0.02047   0.00010   0.00030   0.00001   0.00000   0.00000
   0.01388   0.03401   0.01164   0.00070   0.00020   0.00000   0.00010   0.00000
   0.00635   0.07430   0.28765   0.04560   0.05050   0.00495   0.00970   0.01170
   0.03071   0.02549   0.18906   0.00170   0.00020   0.00002   0.00060   0.00010
   0.00876   0.01670   0.01618   0.00150   0.00010   0.00001   0.00030   0.00000
   0.01804   0.01933   0.00505   0.00390   0.00040   0.00005   0.00120   0.00010
   0.00788   0.00737   0.00019   0.00020   0.00330   0.00010   0.00010   0.00070
   0.02701   0.01081   0.17661   0.00320   0.00000   0.00004   0.00120   0.00000
   0.00293   0.01127   0.02280   0.00080   0.00020   0.00002   0.00020   0.00010
   0.00315   0.01654   0.01473   0.00110   0.00080   0.00000   0.00030   0.00030
   0.00298   0.00930   0.08459   0.00220   0.00030   0.00001   0.00050   0.00010
   0.01315   0.06054   0.18253   0.00100   0.00510   0.00003   0.00030   0.00110
   0.00402   0.00388   0.00004   0.00020   0.00080   0.00001   0.00000   0.00020
   0.00779   0.01262   0.06969   0.00020   0.00060   0.00000   0.00010   0.00010
   0.00733   0.01102   0.00423   0.00030   0.00010   0.00000   0.00010   0.00000
   0.00424   0.00795   0.02864   0.00050   0.00020   0.00002   0.00030   0.00010
   0.00744   0.01924   0.05569   0.00250   0.00030   0.00000   0.00080   0.00020
   0.00372   0.00082   0.04035   0.00150   0.00010   0.00001   0.00030   0.00000
   0.02056   0.04283   0.14017   0.00520   0.00050   0.00025   0.00140   0.00000
   0.06970   0.21230   0.64283   0.01330   0.10110   0.00084   0.00300   0.02170
   0.00000   0.22323   0.02825   0.00020   0.00030   0.00001   0.00000   0.00000
   0.00000   0.05829   0.00895   0.00010   0.00030   0.00000   0.00000   0.00000
   0.02936   0.00081   0.85266   0.01580   0.00390   0.00039   0.00400   0.00070
   0.00205   0.02183   0.08993   0.00030   0.00020   0.00001   0.00010   0.00010
   0.00224   0.00333   0.03825   0.00050   0.00030   0.00001   0.00020   0.00010
   0.03930   0.01401   0.02733   0.00450   0.06530   0.00003   0.00120   0.01290
   0.01269   0.01866   0.00389   0.00110   0.00010   0.00000   0.00020   0.00010
   0.03073   0.01102   0.03811   0.00240   0.00010   0.00002   0.00040   0.00000
   0.00263   0.01247   0.01413   0.00030   0.00060   0.00001   0.00010   0.00010
   0.00839   0.01496   0.00360   0.00150   0.00010   0.00000   0.00050   0.00000
   0.00555   0.01177   0.02698   0.00160   0.00020   0.00001   0.00030   0.00010
   0.00197   0.00094   0.06523   0.00060   0.00000   0.00004   0.00010   0.00010
   0.02160   0.01091   0.00653   0.00240   0.00010   0.00001   0.00060   0.00000
   0.03150   0.05303   0.09968   0.00280   0.00280   0.00000   0.00060   0.00070
   0.00456   0.02178   0.02238   0.00020   0.00060   0.00001   0.00000   0.00020
   0.00256   0.00616   0.02882   0.00060   0.00010   0.00001   0.00030   0.00000
   0.00000   0.04582   0.02231   0.00020   0.00060   0.00001   0.00000   0.00010
   0.00251   0.00264   0.04421   0.00050   0.00020   0.00002   0.00010   0.00000
   0.00000   0.05132   0.00248   0.00020   0.00020   0.00001   0.00000   0.00010
   0.00739   0.02393   0.00243   0.00010   0.00020   0.00002   0.00010   0.00000
   0.01227   0.04261   0.07100   0.00500   0.00450   0.00001   0.00160   0.00110
   0.00000   0.06566   0.01855   0.00000   0.00000   0.00001   0.00000   0.00010
   0.00098   0.01365   0.03351   0.00090   0.00060   0.00001   0.00020   0.00010
   0.00546   0.00017   0.03695   0.00040   0.00000   0.00001   0.00010   0.00000
   0.02515   0.01799   0.12547   0.00330   0.00080   0.00002   0.00040   0.00020
   0.01180   0.01904   0.00029   0.00030   0.00010   0.00001   0.00010   0.00000
   0.01425   0.01079   0.03358   0.00070   0.00000   0.00002   0.00000   0.00000
   0.00000   0.06589   0.00849   0.00010   0.00030   0.00003   0.00000   0.00000
   0.05187   0.26313   1.04484   0.00750   0.00630   0.00074   0.00220   0.00140
   0.03455   0.05356   0.34376   0.00110   0.00010   0.00001   0.00030   0.00000
   0.00012   0.01326   0.13245   0.00150   0.00040   0.00010   0.00070   0.00020
   0.01857   0.00125   0.01971   0.00280   0.00030   0.00001   0.00050   0.00000
   0.00000   0.13606   0.02234   0.00090   0.00130   0.00001   0.00020   0.00030
   0.00000   0.01556   0.00545   0.00010   0.00010   0.00000   0.00000   0.00010
   0.03867   0.07421   0.01748   0.00180   0.00080   0.00003   0.00060   0.00010
   0.00907   0.00133   0.01752   0.00000   0.00010   0.00001   0.00000   0.00000
   0.01371   0.07071   0.07871   0.00900   0.00580   0.00008   0.00240   0.00120
   0.01874   0.01738   0.02058   0.00040   0.00080   0.00001   0.00010   0.00020
   0.00111   0.03779   0.13751   0.00150   0.00050   0.00002   0.00060   0.00000
   0.02468   0.02575   0.01962   0.00230   0.00380   0.00009   0.00010   0.00090
   0.00000   0.01214   0.02943   0.00010   0.00010   0.00000   0.00000   0.00010
   0.01339   0.00303   0.05442   0.00120   0.00010   0.00002   0.00020   0.00010
   0.00763   0.01610   0.04868   0.00030   0.00040   0.00001   0.00010   0.00000
   0.00000   0.05568   0.00255   0.00010   0.00040   0.00001   0.00000   0.00010
   0.00165   0.01399   0.03353   0.00040   0.00210   0.00000   0.00040   0.00060
   0.00030   0.03154   0.04343   0.00230   0.00050   0.00002   0.00060   0.00000
   0.00377   0.01078   0.03984   0.00190   0.00000   0.00002   0.00070   0.00010
   0.01461   0.01812   0.00877   0.00070   0.00000   0.00001   0.00030   0.00010
   0.00000   0.01303   0.01318   0.00000   0.00020   0.00000   0.00000   0.00010
   0.00226   0.00033   0.02418   0.00080   0.00040   0.00001   0.00020   0.00020
   0.00569   0.00045   0.09165   0.00040   0.00000   0.00001   0.00020   0.00000
   0.00309   0.02193   0.00732   0.00070   0.00040   0.00000   0.00030   0.00020
   0.01682   0.02627   0.03563   0.00290   0.00050   0.00001   0.00070   0.00010
   0.00854   0.00847   0.08793   0.00160   0.00200   0.00104   0.00050   0.00060
   0.00827   0.00700   0.05109   0.00030   0.00010   0.00002   0.00000   0.00000
   0.01272   0.01430   0.00516   0.00150   0.00010   0.00000   0.00030   0.00000
   0.00000   0.14513   0.02323   0.00010   0.00010   0.00000   0.00000   0.00000
   0.01202   0.01864   0.02583   0.00110   0.00000   0.00000   0.00010   0.00010
   0.00913   0.02139   0.08339   0.00050   0.00270   0.00002   0.00030   0.00040
   0.00182   0.01881   0.09136   0.00290   0.00050   0.00023   0.00100   0.00010
   0.00329   0.01267   0.00482   0.00030   0.00020   0.00000   0.00000   0.00000
   0.00096   0.01165   0.02601   0.00050   0.00030   0.00001   0.00040   0.00000
   0.00580   0.00292   0.01589   0.00040   0.00000   0.00001   0.00000   0.00000
   0.00000   0.02162   0.11206   0.00040   0.00020   0.00007   0.00010   0.00000
   0.00182   0.00897   0.06167   0.00020   0.00230   0.00003   0.00010   0.00060
   0.03408   0.01032   0.71736   0.01030   0.00360   0.00320   0.00130   0.00130
   0.00295   0.00347   0.01965   0.00100   0.00110   0.00001   0.00030   0.00020
   0.00944   0.00002   0.12675   0.00100   0.00020   0.00001   0.00010   0.00010
   0.00886   0.01623   0.00573   0.00120   0.00010   0.00001   0.00040   0.00010
   0.00933   0.01726   0.04863   0.00070   0.00020   0.00001   0.00030   0.00000
   0.00000   0.01683   0.00423   0.00040   0.00050   0.00000   0.00020   0.00020
   0.01891   0.01712   0.00092   0.00170   0.00030   0.00001   0.00030   0.00010
   0.01022   0.00385   0.00594   0.00150   0.00060   0.00001   0.00030   0.00010
   0.00326   0.00788   0.07372   0.00000   0.00080   0.00007   0.00020   0.00040
   0.01475   0.00661   0.11911   0.00210   0.00010   0.00004   0.00040   0.00000
   0.00000   0.05098   0.03801   0.00210   0.01940   0.00034   0.00050   0.00430
   0.03785   0.05022   0.71522   0.00010   0.00060   0.00003   0.00010   0.00010
   0.01974   0.04473   0.12001   0.00110   0.00310   0.00042   0.00050   0.00080
   0.00000   0.02258   0.06547   0.00020   0.00050   0.00001   0.00010   0.00020
   0.00967   0.00862   0.07078   0.00070   0.00050   0.00000   0.00010   0.00010
   0.00046   0.00317   0.05487   0.00000   0.00050   0.00002   0.00000   0.00010
   0.01336   0.00559   0.01546   0.00120   0.00000   0.00001   0.00010   0.00000
   0.01718   0.00382   0.01762   0.00190   0.00120   0.00000   0.00040   0.00030
   0.00000   0.05372   0.07177   0.00010   0.00020   0.00000   0.00010   0.00000
   0.01672   0.00634   0.04162   0.00220   0.00010   0.00001   0.00060   0.00000
   0.00045   0.00244   0.05936   0.00000   0.00060   0.00001   0.00000   0.00020
   0.02946   0.12264   0.02492   0.00060   0.00070   0.00009   0.00040   0.00020
   0.01786   0.00234   0.08525   0.00210   0.00020   0.00001   0.00050   0.00010
   0.00542   0.00360   0.20400   0.00180   0.00050   0.00000   0.00040   0.00020
   0.00014   0.01038   0.01248   0.00070   0.00060   0.00002   0.00010   0.00010
   0.01058   0.00244   0.00936   0.00270   0.00010   0.00002   0.00060   0.00000
   0.00853   0.04019   0.00749   0.00120   0.00020   0.00004   0.00050   0.00010
   0.00000   0.02555   0.00938   0.00020   0.00010   0.00000   0.00000   0.00010
   0.01694   0.00727   0.10921   0.00090   0.00020   0.00004   0.00010   0.00010
   0.00000   0.06975   0.03102   0.00000   0.00010   0.00001   0.00000   0.00000
   0.02103   0.00351   0.09608   0.00740   0.00450   0.00044   0.00130   0.00070
   0.01747   0.05270   0.53557   0.00820   0.00320   0.00058   0.00140   0.00060
   0.00186   0.00349   0.01528   0.00030   0.00020   0.00001   0.00010   0.00000
   0.00136   0.00797   0.13993   0.00030   0.00010   0.00002   0.00040   0.00000
   0.01102   0.04250   0.00564   0.00070   0.01120   0.00017   0.00010   0.00250
   0.00732   0.01178   0.05997   0.00050   0.00010   0.00001   0.00000   0.00000
   0.00987   0.02440   0.00653   0.00090   0.00040   0.00002   0.00060   0.00000
   0.01127   0.01573   0.05571   0.00220   0.00210   0.00025   0.00030   0.00040
   0.00988   0.00926   0.04450   0.00100   0.00000   0.00002   0.00020   0.00000
   0.01140   0.01653   0.21896   0.00050   0.00020   0.00000   0.00010   0.00010
   0.00148   0.00605   0.01597   0.00020   0.00000   0.00001   0.00000   0.00000
   0.00375   0.00659   0.08786   0.00060   0.00010   0.00002   0.00030   0.00000
   0.00201   0.00742   0.05072   0.00180   0.00140   0.00005   0.00030   0.00020
   0.01718   0.04050   0.18024   0.00170   0.00160   0.00004   0.00050   0.00030
   0.00956   0.00775   0.00053   0.00090   0.00050   0.00000   0.00010   0.00010
   0.00000   0.05348   0.00332   0.00040   0.00060   0.00001   0.00010   0.00020
   0.00685   0.01292   0.04274   0.00050   0.00080   0.00005   0.00010   0.00010
   0.01484   0.03204   0.03987   0.00060   0.00050   0.00001   0.00020   0.00010
